"","web-scraper-order","web-scraper-start-url","link","link-href","Caffeine","Flavor","Description","Ingredients","item_ID","Steeping","Image-src","Price","Name","Type","ID","Category","V4","Origin","Availability","Time","Color","Link","Link-href","Benefits","Pagination","pagination"
"323","1636386100-344","https://www.davidstea.com/us_en/tea/tea-by-type/oolong/","The Skinny Organic","https://www.davidstea.com/us_en/tea/tea-by-type/oolong/organic-the-skinny/10204US01VAR0013063.html?cgid=oolong-tea","Medium Caffeine","How it tastes
Full-bodied blend of earthy pu'erh and roasted oolong, plus a lively pop of spicy ginger and orange peel","Want to hear a little secret? In China, pu’erh and oolong have been used for thousands of years to aid digestion. Try this citrusy, earthy blend made with organic, traditional digestives like ginger and eleuthero root – a unique (but delicious) member of the ginseng family prized for its energizing powers. Go ahead, drink up.
What makes it great

Made with digestion-friendly ingredients.
Ingredients like ginger and eleuthero root are key to boosting your metabolism – and this tea is full of them!
We love drinking it for a little afternoon reboot.","Organic oolong tea, Organic pu’erh tea, Organic ginger, Organic orange peel, Organic eleuthero root, Natural orange flavouring.","10204US01VAR0013063","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw3189d363/productimages/10204DT01VAR004043-10204US01VAR0013063-BI-1.jpg?sw=450&sh=450&sm=fit","$11.98","The Skinny Organic","Oolong tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","1636386039-332","https://www.davidstea.com/us_en/tea/tea-by-type/oolong/","Strawberries & Cream Sachets","https://www.davidstea.com/us_en/tea/tea-by-type/oolong/strawberries-and-cream-sachets/961545US01VAR0075415.html?cgid=oolong-tea","Medium Caffeine","null","When we came up with this tea, we had fresh strawberries on the brain. And what goes best with berries? A big dollop of cream, of course. This fruity & creamy tea is the result of blending milky oolong with luscious strawberries – for a flavour that’s perfectly sweet & smooth. The scent alone will bring you back to afternoons with whipped cream and strawberries *swoon*.
What makes it great

Contains 15 ready-to-steep sachets – the easiest and quickest way to make a cup of tea when you’re in a hurry. Plus, our sachets are plant-based and biodegradable, for a more sustainable steeping experience.","Oolong tea, Apple, Hibiscus, Milky oolong tea (Oolong tea, natural flavouring with lactose), Natural (strawberry, cream) flavouring, Strawberry, Quinoa, Stevia extract.","961545US01VAR0075415","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwa71a580f/productimages/961545DT01VAR0090291-961545US01VAR0068894-BI-1.jpg?sw=450&sh=450&sm=fit","$8.99","Strawberries & Cream Sachets","Oolong tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","1636386018-329","https://www.davidstea.com/us_en/tea/tea-by-type/oolong/","Organic The Skinny Iconic Tin","https://www.davidstea.com/us_en/tea/tea-by-type/oolong/organic-the-skinny-iconic-tin/960490US01.html?cgid=oolong-tea","Medium Caffeine","null","Want to hear a little secret? In China, pu’erh and oolong have been used for thousands of years to aid digestion. Try this citrusy, earthy blend made with organic, traditional digestives like ginger and eleuthero root – a unique (but delicious) member of the ginseng family prized for its energizing powers. Go ahead, drink up.


This loose leaf tea is packed in a giftable tin.","Organic oolong tea, Organic pu’erh tea, Organic ginger, Organic orange peel, Organic eleuthero root, Natural orange flavouring.","960490US01","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/en_US/dw5d027d70/productimages/960490DT01-960490US01-BI-1.jpg?sw=450&sh=450&sm=fit","$17.00","Organic The Skinny Iconic Tin","Oolong tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","1636386048-334","https://www.davidstea.com/us_en/tea/tea-by-type/oolong/","Salted Caramel Oolong Sachets Pack of 25","https://www.davidstea.com/us_en/tea/tea-by-type/oolong/salted-caramel-oolong-sachets-pack-of-25/961884US01VAR0075727.html?cgid=oolong-tea","Low Caffeine","null","We’ve been working hard behind the scenes to bring you this much-requested perfectly sweet sweater-weather flavour. Experience a rich & creamy blend flooded with real golden caramel bits, tightly rolled & slightly toasted oolong, plus a smattering of oversized sugar cubes. Sip now, love forever.
Contains 25 ready-to-steep sachets – the easiest and quickest way to make a cup of tea when you’re in a hurry.","Oolong tea, Caramel bits (sugar, condensed milk, glucose syrup, whole milk powder), Sugar crystals, Pineapple (pineapple, sugar, citric acid), Carob, Chicory root, Artificial caramel flavouring, Salt.

view more
view less","961884US01VAR0075727","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw68a592ab/productimages/961884DT01VAR0099492-961884US01VAR0075727-BI-1.jpg?sw=450&sh=450&sm=fit","$20.00","Salted Caramel Oolong Sachets Pack of 25","Oolong tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","1636386059-336","https://www.davidstea.com/us_en/tea/tea-by-type/oolong/","Magnolia Oolong","https://www.davidstea.com/us_en/tea/tea-by-type/oolong/magnolia-oolong/10750US01VAR0055162.html?cgid=oolong-tea","Low Caffeine","How it tastes
 Lively, delightfully floral, sweet and buttery","For your next aromatherapy sesh. Sip on this alluring floral oolong from China’s Anxi region, scented with fragrant magnolia and jasmine blossoms. It has a lively and uplifting aroma that melts away tension as it melts your heart. Just sit back, relax and let this buttery tea’s sumptuous floral finish work its magic. 
What makes it great

 Its lightly oxidized oolong base really allows the floral aroma to shine through. 
 Stressed? This tea’s alluring floral finish is a great way to ease tension and calm the mind – like an aromatherapy sesh in a cup. 
 This is our only magnolia-scented tea.","Oolong Tea from the Anxi region in Fujian Province, China, scented with magnolia and jasmine blossoms.","10750US01VAR0055162","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw812c2d39/productimages/10750DT01VAR0071955-10750US01VAR0055162-BI-1.jpg?sw=450&sh=450&sm=fit","$13.98","Magnolia Oolong","Oolong tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","1636386110-346","https://www.davidstea.com/us_en/tea/tea-by-type/oolong/","Strawberries & Cream","https://www.davidstea.com/us_en/tea/tea-by-type/oolong/strawberries-and-cream/10899US01VAR0068535.html?cgid=oolong-tea","Medium Caffeine","How it tastes
 Strawberry & light cream flavours with a rich and smooth texture.","When we came up with this tea, we had fresh strawberries on the brain. And what goes best with berries? A big dollop of cream, of course. This fruity & creamy tea is the result of blending milky oolong with luscious strawberries – for a flavour that’s perfectly sweet & smooth. The scent alone will bring you back to afternoons with whipped cream and strawberries *swoon*.
What makes it great

 Inspired by Italian soda, a sweet & refreshing carbonated beverage that originated in the USA.
 Milky oolongs are loved for their creamy & milky flavour, originally crafted by a specific cultivar known for that characteristic taste.
 The strawberries & cream flavour profile dates back to Henry VIII.","Oolong tea, Apple, Hibiscus, Milky oolong tea (Oolong tea, natural flavouring with lactose), Natural (strawberry, cream) flavouring, Strawberry, Quinoa, Stevia extract.","10899US01VAR0068535","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwb07ca7bf/productimages/10899DT01VAR0089864-10899US01VAR0068535-BI-1.jpg?sw=450&sh=450&sm=fit","$10.98","Strawberries & Cream","Oolong tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","1636386115-347","https://www.davidstea.com/us_en/tea/tea-by-type/oolong/","Banana Bread Chai","https://www.davidstea.com/us_en/tea/tea-by-type/oolong/banana-bread-chai/10922US01VAR0070287.html?cgid=oolong-tea","Medium Caffeine","How it tastes
 Fresh from the oven banana bread with warming spices.","One of our favourite foods to pair with a cup of tea is freshly baked banana bread – straight out of the oven. It got us thinking: why not bring the banana bread right into the tea? Enter Banana Bread Chai. From comforting cinnamon to sweet banana chips, this oolong with a chai twist is everything you need for the best cozy vibes.
 What makes it great

 Made on a base of oolong, the medium-high oxidation & slight roast helps complement the nutty flavours.
 Features real banana chips & walnuts! If you like banana bread, you’ll love this blend.
 Tea Guide Tip: Try it as a latte.","Apple, Oolong tea, Bean peel, Artificial (banana, spice) flavouring, Clove stem, Banana, Cinnamon bark, Walnut, Stevia extract.","10922US01VAR0070287","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw5634e96e/productimages/10922DT01VAR0092167-10922US01VAR0070287-BI-1.jpg?sw=450&sh=450&sm=fit","$10.98","Banana Bread Chai","Oolong tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","1636386208-350","https://www.davidstea.com/us_en/tea/tea-by-type/pu-erh/","S'mores Chai Sachets Pack of 25","https://www.davidstea.com/us_en/tea/tea-by-type/pu-erh/s-mores-chai-sachets-pack-of-25/961413US01VAR0066858.html?cgid=puerh-tea","Medium Caffeine","null","Gooey toasted marshmallows, graham crackers, dark chocolate – it’s no wonder we live for s’mores. Our tempting pu’erh tea adds an extra dash of cinnamon to the campfire classic, so it’s rich, warming and packed with fudgy goodness. Brew it as a frothy tea latte for the ultimate cold-weather indulgence. Don’t worry – there’s s’more where that came from.
 Contains 25 ready-to-steep sachets – the easiest and quickest way to make a cup of tea when you’re in a hurry.","Pu'erh tea*, Brittle pieces (sugar, hazelnut, invert sugar), Cinnamon, Sugar, Marshmallow (sugar, corn syrup, modified cornstarch, gelatin, sodium hexametaphosphate, natural and artificial flavour, FD&C Blue 1), Chocolate chips (cane sugar, cocoa liquor, cocoa butter), Natural and artificial (chocolate, hazelnut, toasted marshmallow) flavouring.

view more
view less","961413US01VAR0066858","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwbe3ddbdb/productimages/961413DT01VAR0085715-961413US01VAR0066858-BI-1.jpg?sw=450&sh=450&sm=fit","$20.00","S'mores Chai Sachets Pack of 25","Pu’erh tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","1636386200-348","https://www.davidstea.com/us_en/tea/tea-by-type/pu-erh/","S'mores Chai Iconic Tin","https://www.davidstea.com/us_en/tea/tea-by-type/pu-erh/s-mores-chai-iconic-tin/960929US01VAR0055085.html?cgid=puerh-tea","Medium Caffeine","null","Gooey toasted marshmallows, graham crackers, dark chocolate – it’s no wonder we live for s’mores. Our tempting pu’erh tea adds an extra dash of cinnamon to the campfire classic, so it’s rich, warming and packed with fudgy goodness. Brew it as a frothy tea latte for the ultimate cold-weather indulgence. Don’t worry – there’s s’more where that came from.","Pu'erh tea*, Brittle pieces (sugar, hazelnut, invert sugar), Cinnamon, Sugar, Marshmallow (sugar, corn syrup, modified cornstarch, gelatin, sodium hexametaphosphate, natural and artificial flavour, FD&C Blue 1), Chocolate chips (cane sugar, cocoa liquor, cocoa butter), Natural and artificial (chocolate, hazelnut, toasted marshmallow) flavouring.

view more
view less","960929US01VAR0055085","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwe9a78077/productimages/960929DT01VAR0071661-960929US01VAR0055085-BI-1.jpg?sw=450&sh=450&sm=fit","$20.00","S'mores Chai Iconic Tin","Pu’erh tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","1636386216-352","https://www.davidstea.com/us_en/tea/tea-by-type/pu-erh/","Hot Chocolate Sachets","https://www.davidstea.com/us_en/tea/tea-by-type/pu-erh/hot-chocolate-sachets/961554US01VAR0068904.html?cgid=puerh-tea","High Caffeine","null","This decadent blend of black and pu'erh teas tastes like the richest, fudgiest cup of hot chocolate you've ever had. Don't believe us? Take a sip! Sweet, creamy and filled with dark cocoa nibs and chocolate chips, it's an uber-chocolaty tea that's truly worthy of the name Hot Chocolate.","Pu'erh tea*, Black tea, Cocoa nibs, Chocolate chips (sugar, chocolate liquor, cocoa butter, soy lecithin, vanilla), Chocolate curls (sugar, cocoa butter, whole milk powder, chocolate liquor, whey powder, lactose, soy lecithin, vanilla), Cocoa Powder, Natural and artificial (chocolate, white chocolate mousse) flavouring, Stevia extract.

view more
view less","961554US01VAR0068904","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw1a841ac0/productimages/961554DT01VAR0090322-961554US01VAR0068904-BI-1.jpg?sw=450&sh=450&sm=fit","$9.00","Hot Chocolate Sachets","Pu’erh tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","1636386226-354","https://www.davidstea.com/us_en/tea/tea-by-type/pu-erh/","Hazelnut Chocolate","https://www.davidstea.com/us_en/tea/tea-by-type/pu-erh/hazelnut-chocolate/10866US01VAR0075635.html?cgid=puerh-tea","Medium Caffeine","How it tastes
Rich & creamy melted chocolate with hazelnut complimented by an earthy pu'erh base.","Drum roll…. To say we’re excited about this new tea would be an understatement. A labour of love spanning over six years, Hazelnut Chocolate is the result of unflappable resolve to nail down this flavour. Think rich fudgy cacao meets toasted hazelnut warmth in a smooth & decadent pu’erh – and it tastes even more amazing as a latte.
What makes it great

 This hazelnut chocolate-y tea is the culmination of 6 years of trial & error.
 Pro tip : try it as a tea latte to bring out the chocolate flavour!
 The hazelnut spread we all know & love was inspired by Gianduja, a sweet chocolate hazelnut candy originally from Italy.","Pu'erh tea, Apple, Cocoa peel, Artificial chocolate hazelnut flavouring, Chocolate (sugar, cocoa mass, low fat cocoa powder, cocoa butter, sunflower lecithin), Brittle pieces (sugar, hazelnut), Cocoa pieces, Hazelnut, Stevia extract.

view more
view less","10866US01VAR0075635","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw4c1a9ce8/productimages/10866DT01VAR0099326-10866US01VAR0075635-BI-1.jpg?sw=450&sh=450&sm=fit","$10.98","Hazelnut Chocolate","Pu’erh tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","1636386222-353","https://www.davidstea.com/us_en/tea/tea-by-type/pu-erh/","Hot Chocolate","https://www.davidstea.com/us_en/tea/tea-by-type/pu-erh/hot-chocolate/10523US01VAR0022364.html?cgid=puerh-tea","High Caffeine","How it tastes
Like the name says… this tastes just like hot chocolate!","This decadent blend of black and pu'erh teas tastes like the richest, fudgiest cup of hot chocolate you've ever had. Don't believe us? Take a sip! Sweet, creamy and filled with dark cocoa nibs and chocolate chips, it's an uber-chocolaty tea that's truly worthy of the name Hot Chocolate.
What makes it great

After trying dozens of chocolate teas, we finally found one rich enough to deserve the name """"Hot Chocolate.""""
Energizing pu’erh and rich cocoa nibs add a nice hint of bitterness to balance the sweet chocolate.
Try it as a latte topped with marshmallows.","Pu'erh tea*, Black tea, Cocoa nibs, Chocolate chips (sugar, chocolate liquor, cocoa butter, soy lecithin, vanilla), Chocolate curls (sugar, cocoa butter, whole milk powder, chocolate liquor, whey powder, lactose, soy lecithin, vanilla), Cocoa Powder, Natural and artificial (chocolate, white chocolate mousse) flavouring, Stevia extract.

view more
view less","10523US01VAR0022364","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw9268d255/productimages/10523DT01VAR0028694-10523US01VAR0022364-BI-1.jpg?sw=450&sh=450&sm=fit","$9.98","Hot Chocolate","Pu’erh tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","1636386246-358","https://www.davidstea.com/us_en/tea/tea-by-type/pu-erh/","Coffee Pu'erh","https://www.davidstea.com/us_en/tea/tea-by-type/pu-erh/coffee-pu-erh/10161US01VAR0013024.html?cgid=puerh-tea","High Caffeine","How it tastes
A decadent combination of earthy pu’erh, bold coffee, creamy vanilla and almond","This pu'erh is the ultimate tea for coffee lovers. Laced with real coffee beans and rich vanilla, it's the perfect alternative to your morning latte. Traditionally sipped by Chinese emperors for its digestive properties, metabolism-boosting pu'erh is a satisfying way to put an extra spring in your step.
What makes it great

A tasty and satisfying option for people trying to switch from coffee to tea.
Makes a killer iced latte. Say hello to your next afternoon indulgence!
We added a rich base of pu’erh, well-loved for its metabolism-boosting properties.","Pu’erh tea, Roasted coffee beans, Natural (coffee, almond, vanilla) flavouring.","10161US01VAR0013024","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwb046a063/productimages/10161DT01VAR004004-10161US01VAR0013024-BI-1.jpg?sw=450&sh=450&sm=fit","$9.98","Coffee Pu'erh","Pu’erh tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","1636386231-355","https://www.davidstea.com/us_en/tea/tea-by-type/pu-erh/","S’mores Chai","https://www.davidstea.com/us_en/tea/tea-by-type/pu-erh/s%E2%80%99mores-chai/10638US01VAR0042461.html?cgid=puerh-tea","Medium Caffeine","How it tastes
Sweet toasted marshmallow aroma, with warming notes of cinnamon and graham crackers.","Gooey toasted marshmallows, graham crackers, dark chocolate – it’s no wonder we live for s’mores. Our tempting pu’erh tea adds an extra dash of cinnamon to the campfire classic, so it’s rich, warming and packed with fudgy goodness. Brew it as a frothy tea latte for the ultimate cold-weather indulgence. Don’t worry – there’s s’more where that came from.
What makes it great

S’mores are a popular campfire dessert made by squishing a toasted marshmallow and piece of chocolate between two graham crackers.
Whip it up as a latte and top with fluffy marshmallows for a real treat.","Pu'erh tea*, Brittle pieces (sugar, hazelnut, invert sugar), Cinnamon, Sugar, Marshmallow (sugar, corn syrup, modified cornstarch, gelatin, sodium hexametaphosphate, natural and artificial flavour, FD&C Blue 1), Chocolate chips (cane sugar, cocoa liquor, cocoa butter), Natural and artificial (chocolate, hazelnut, toasted marshmallow) flavouring.

view more
view less","10638US01VAR0042461","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwdcaa4877/productimages/10638DT01VAR0042394-10638US01VAR0042461-BI-1.jpg?sw=450&sh=450&sm=fit","$9.98","S’mores Chai","Pu’erh tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","1636386236-356","https://www.davidstea.com/us_en/tea/tea-by-type/pu-erh/","Bumbleberry Burst","https://www.davidstea.com/us_en/tea/tea-by-type/pu-erh/bumbleberry-burst/10909US01VAR0069329.html?cgid=puerh-tea","Low Caffeine","How it tastes
A beautiful blend of macerated dark berries—not too sweet, with a delightfully tart acidity.","When you’re in the mood for a fresh dose of fruity hydration, this is the tea you need. Reach for a fruit-forward, earthy pu’erh with freshly macerated dark berries—including tropical garcinia. The one-two punch of garcinia & pu’erh work together to deliver big league cleansing and metabolism-boosting benefits to your one-in-a-million bod.
What makes it great

 This tea is perfect when steeped hot or iced.
 Garcinia, a small tropical fruit from Southeast Asia, looks like a mini pumpkin and is celebrated for its metabolism-boosting properties.
 Packed full of berries for a boost of sun-kissed goodness.
 With a touch of tart hibiscus and sweet beetroot to balance the flavours.","Pu'erh tea, Apple, Raisin, Ginger, Hibiscus, Elderberry, Natural (strawberry, currant) flavouring, Beetroot, Candied ginger (ginger, sugar), Carrot, Blueberry, Garcinia, Raspberry, Cornflower, Nutmeg, Stevia extract.

view more
view less","10909US01VAR0069329","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwb5b82bf7/productimages/10909DT01VAR0090869-10909US01VAR0069329-BI-1.jpg?sw=450&sh=450&sm=fit","$10.98","Bumbleberry Burst","Pu’erh tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","1636386212-351","https://www.davidstea.com/us_en/tea/tea-by-type/pu-erh/","S’mores Chai Sachets","https://www.davidstea.com/us_en/tea/tea-by-type/pu-erh/s%E2%80%99mores-chai-sachets/960946US01VAR0055582.html?cgid=puerh-tea","null","null","Gooey toasted marshmallows, graham crackers, dark chocolate – it’s no wonder we live for s’mores. Our tempting pu’erh tea adds an extra dash of cinnamon to the campfire classic, so it’s rich, warming and packed with fudgy goodness. Brew it as a frothy tea latte for the ultimate cold-weather indulgence. Don’t worry – there’s s’more where that came from.
What makes it great

Contains 15 ready-to-steep sachets – the easiest and quickest way to make a cup of tea when you’re in a hurry. Plus, our sachets are plant-based and biodegradable, for a more sustainable steeping experience.","null","960946US01VAR0055582","null","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwb516b17f/productimages/960946DT01VAR0072550-960946US01VAR0055582-BI-1.jpg?sw=450&sh=450&sm=fit","$9.00","S’mores Chai Sachets","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","1636386241-357","https://www.davidstea.com/us_en/tea/tea-by-type/pu-erh/","English Toffee","https://www.davidstea.com/us_en/tea/tea-by-type/pu-erh/english-toffee/10552US01VAR0024479.html?cgid=puerh-tea","High Caffeine","How it tastes
Sweet, rich caramel, earthy pu’erh and a hint of cocoa. Smells like caramel and browned butter.","Need a toffee break? This rich and decadent blend of pu’erh tea, sweet caramel and cocoa beans is the perfect treat to satisfy those late-night cravings. Try it as a tea latte with frothed milk and a shot of coffee liqueur. It just doesn’t get sweeter than that.
What makes it great

 We love that this decadent blend is all natural!","Pu'erh tea, Cocoa beans, cocoa husk, caramel pieces (sugared condensed skimmed milk, sugar, glucose syrup, butterfat, humectant sorbitol, mono and diglycerides of fatty acids), Natural (caramel, butter, sweet blackberry leaf, yoghurt) flavouring.

view more
view less","10552US01VAR0024479","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwa2301f68/productimages/10552DT01VAR0031803-10552US01VAR0024479-BI-1.jpg?sw=450&sh=450&sm=fit","$10.98","English Toffee","Pu’erh tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","1636386204-349","https://www.davidstea.com/us_en/tea/tea-by-type/pu-erh/","Bumbleberry Burst Iconic Tin","https://www.davidstea.com/us_en/tea/tea-by-type/pu-erh/bumbleberry-burst-iconic-tin/961602US01.html?cgid=puerh-tea","Low Caffeine","null","When you’re in the mood for a fresh dose of fruity hydration, this is the tea you need. Reach for a fruit-forward, earthy pu’erh with freshly macerated dark berries—including tropical garcinia. The one-two punch of garcinia & pu’erh work together to deliver big league cleansing and metabolism-boosting benefits to your one-in-a-million bod.
This tea comes packed in a giftable tin.","Pu'erh tea, Apple, Raisin, Ginger, Hibiscus, Elderberry, Natural (strawberry, currant) flavouring, Beetroot, Candied ginger (ginger, sugar), Carrot, Blueberry, Garcinia, Raspberry, Cornflower, Nutmeg, Stevia extract.

view more
view less","961602US01","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwd41c25ff/productimages/961602DT01-961602US01-BI-1.jpg?sw=450&sh=450&sm=fit","$20.00","Bumbleberry Burst Iconic Tin","Pu’erh tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","1636385775-309","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/","Lemon Lullaby Organic","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/organic-lemon-lullaby/10883US01VAR0067423.html?cgid=rooibos-tea","Caffeine-free","How it tastes
Light & refreshing base with a mellow lemon twist.","A good night’s sleep is everything, now more than ever. For this tea, we sourced some of the world’s most calming ingredients: Vervain is a flowering herb used in folk medicine for its super relaxing effects while valerian root is popularly known as nature’s valium. We fused these sleep supporters with fresh lemon grass, lemon oil, & green rooibos – for a mellow yet intensely relaxing organic blend. Bonne nuit.
What makes it great

 Crafted with citrusy vervain & valerian root – two ingredients traditionally used for their calming and relaxing properties. 
 In aromatherapy lemon grass is used for its relaxing vibes.
 The perfect blending of lemon that’s not too sweet.","Organic green rooibos, Organic apple, Organic vervain leaf, Organic licorice root, Organic lemongrass, Organic lemon peel, Organic valerian root, Organic lemon oil, Organic marigold blossoms.

view more
view less","10883US01VAR0067423","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwecbd6070/productimages/10883DT01VAR0088435-10883US01VAR0067423-BI-1.jpg?sw=450&sh=450&sm=fit","$10.98","Lemon Lullaby Organic","Rooibos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","1636385780-310","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/","Bee the Change","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/bee-the-change/10804US01VAR0058847.html?cgid=rooibos-tea","Caffeine-free","Sweet and fragrant honey flavour with subtle floral notes of clover and rose","Good for you & the bees in the ecosystem. Embrace the invigorating powers of this vibrant floral honey rooibos. Strewn with defence-boosting echinacea, naturally sweet honeybush and aromatic rose, clover & marigolds, it’s a soothing caffeine-free infusion you’ll love to sip both hot and iced. 


What makes it great

When you purchase any Bee the Change product, 10% of the overall proceeds will go towards The Bee Conservancy.
Made with traditional wellness ingredients like defence-boosting echinacea and throat-soothing clover.
It’s caffeine-free – meaning it won’t keep you up at night or give you the jitters commonly associated with caffeine.
 Shared by the NY POST as an impactful eco-friendly gift.","Rosehips, Apple, Rooibos, Honeybush, Echinacea, Natural honey flavouring, Rose petals, Marigold flowers, Pink cornflower blossoms, Cornflower petals, Natural flavouring with stevia extract, Fenugreek seeds, Red clover flower.

view more
view less","10804US01VAR0058847","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw159aedd5/productimages/10804DT01VAR0077543-10804US01VAR0058847-BI-1.jpg?sw=450&sh=450&sm=fit","$9.98","Bee the Change","Rooibos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","1636385804-314","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/","Super Ginger Organic","https://www.davidstea.com/us_en/tea/tea-by-type/rooibos/organic-super-ginger/10396US01VAR0017123.html?cgid=rooibos-tea","Caffeine-free","How it tastes
Very potent and soothing
Sweet hot ginger taste, with extra spice from the peppercorns","This potent herbal infusion of anti-inflammatory ginger, green rooibos and peppercorns is so soothing, you might even say it has superpowers. It’s the spiciest, most comforting tisane imaginable – the perfect ginger tea to reach for when you’re fighting a cold or sore throat. The best part? It’s caffeine-free, so you can heal fast and still enjoy a good night's sleep.
What makes it great

Ginger is an ancient Chinese digestive remedy, so this is a great option after a heavy meal.
It's the ultimate throat soother – and it’s caffeine-free so you can drink it at night and still get your rest.","Organic ginger, Organic green rooibos*, Organic black pepper, Organic white pepper, Organic pink peppercorn, Natural flavouring with stevia extract.","10396US01VAR0017123","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw7f0594a2/productimages/10396DT01VAR0016488-10396US01VAR0017123-BI-1.jpg?sw=450&sh=450&sm=fit","$9.98","Super Ginger Organic","Rooibos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
